goods_code_6,Description_6,indent,CODE_2,CODE_4,CODE_6,CODE_8,CODE_10,CODE_14
8462910000 10,Other,"- ",84,62,91,00,00,10
8462910000 80,Hydraulic presses,"- - ",84,62,91,00,00,80
8462990000 80,Other,"- - ",84,62,99,00,00,80
8463100000 80,"Drawbenches for bars, tubes, profiles, wire or the like","- ",84,63,10,00,00,80
8463200000 80,Thread-rolling machines,"- ",84,63,20,00,00,80
8463300000 80,Machines for working wire,"- ",84,63,30,00,00,80
8463900000 80,Other,"- ",84,63,90,00,00,80
6211430000 80,Of man-made fibres,"- - ",62,11,43,00,00,80
6211490000 80,Of other textile materials,"- - ",62,11,49,00,00,80
6212100000 80,Brassières,"- ",62,12,10,00,00,80
6212200000 80,Girdles and panty girdles,"- ",62,12,20,00,00,80
6212300000 80,Corselettes,"- ",62,12,30,00,00,80
6212900000 80,Other,"- ",62,12,90,00,00,80
6213200000 80,Of cotton,"- ",62,13,20,00,00,80
6213900000 80,Of other textile materials,"- ",62,13,90,00,00,80
6214100000 80,Of silk or silk waste,"- ",62,14,10,00,00,80
6214200000 80,Of wool or fine animal hair,"- ",62,14,20,00,00,80
6214300000 80,Of synthetic fibres,"- ",62,14,30,00,00,80
6214400000 80,Of artificial fibres,"- ",62,14,40,00,00,80
6214900000 80,Of other textile materials,"- ",62,14,90,00,00,80
6215100000 80,Of silk or silk waste,"- ",62,15,10,00,00,80
6215200000 80,Of man-made fibres,"- ",62,15,20,00,00,80
6215900000 80,Of other textile materials,"- ",62,15,90,00,00,80
6217100000 80,Accessories,"- ",62,17,10,00,00,80
6217900000 80,Parts,"- ",62,17,90,00,00,80
6301100000 80,Electric blankets,"- ",63,01,10,00,00,80
6301200000 80,"Blankets (other than electric blankets) and travelling rugs, of wool or of fine animal hair","- ",63,01,20,00,00,80
6301300000 80,"Blankets (other than electric blankets) and travelling rugs, of cotton","- ",63,01,30,00,00,80
6301400000 80,"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres","- ",63,01,40,00,00,80
6301900000 80,Other blankets and travelling rugs,"- ",63,01,90,00,00,80
6302100000 80,"Bedlinen, knitted or crocheted","- ",63,02,10,00,00,80
6302210000 10,"Other bedlinen, printed","- ",63,02,21,00,00,10
6302210000 80,Of cotton,"- - ",63,02,21,00,00,80
6302220000 80,Of man-made fibres,"- - ",63,02,22,00,00,80
6302290000 80,Of other textile materials,"- - ",63,02,29,00,00,80
6302310000 10,Other bedlinen,"- ",63,02,31,00,00,10
6302310000 80,Of cotton,"- - ",63,02,31,00,00,80
6302320000 80,Of man-made fibres,"- - ",63,02,32,00,00,80
6302390000 80,Of other textile materials,"- - ",63,02,39,00,00,80
6302400000 80,"Table linen, knitted or crocheted","- ",63,02,40,00,00,80
6302510000 10,Other table linen,"- ",63,02,51,00,00,10
6302510000 80,Of cotton,"- - ",63,02,51,00,00,80
6302530000 80,Of man-made fibres,"- - ",63,02,53,00,00,80
6302590000 80,Of other textile materials,"- - ",63,02,59,00,00,80
6302600000 80,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton","- ",63,02,60,00,00,80
6302910000 10,Other,"- ",63,02,91,00,00,10
6302910000 80,Of cotton,"- - ",63,02,91,00,00,80
6302930000 80,Of man-made fibres,"- - ",63,02,93,00,00,80
6302990000 80,Of other textile materials,"- - ",63,02,99,00,00,80
6303120000 10,Knitted or crocheted,"- ",63,03,12,00,00,10
6303120000 80,Of synthetic fibres,"- - ",63,03,12,00,00,80
6303190000 80,Of other textile materials,"- - ",63,03,19,00,00,80
6303910000 10,Other,"- ",63,03,91,00,00,10
6303910000 80,Of cotton,"- - ",63,03,91,00,00,80
6303920000 80,Of synthetic fibres,"- - ",63,03,92,00,00,80
6303990000 80,Of other textile materials,"- - ",63,03,99,00,00,80
6304110000 10,Bedspreads,"- ",63,04,11,00,00,10
6304110000 80,Knitted or crocheted,"- - ",63,04,11,00,00,80
6304190000 80,Other,"- - ",63,04,19,00,00,80
6304200000 80,Bed nets specified in subheading note 1|to this chapter,"- ",63,04,20,00,00,80
6304910000 10,Other,"- ",63,04,91,00,00,10
6304910000 80,Knitted or crocheted,"- - ",63,04,91,00,00,80
6304920000 80,"Not knitted or crocheted, of cotton","- - ",63,04,92,00,00,80
6304930000 80,"Not knitted or crocheted, of synthetic fibres","- - ",63,04,93,00,00,80
6304990000 80,"Not knitted or crocheted, of other textile materials","- - ",63,04,99,00,00,80
6305100000 80,Of jute or of other textile bast fibres of heading|5303,"- ",63,05,10,00,00,80
6305200000 80,Of cotton,"- ",63,05,20,00,00,80
6305320000 10,Of man-made textile materials,"- ",63,05,32,00,00,10
6305320000 80,Flexible intermediate bulk containers,"- - ",63,05,32,00,00,80
6305330000 80,"Other, of polyethylene or polypropylene strip or the like","- - ",63,05,33,00,00,80
6305390000 80,Other,"- - ",63,05,39,00,00,80
6305900000 80,Of other textile materials,"- ",63,05,90,00,00,80
6306120000 10,"Tarpaulins, awnings and sunblinds","- ",63,06,12,00,00,10
6306120000 80,Of synthetic fibres,"- - ",63,06,12,00,00,80
6306190000 80,Of other textile materials,"- - ",63,06,19,00,00,80
6306220000 10,Tents,"- ",63,06,22,00,00,10
6306220000 80,Of synthetic fibres,"- - ",63,06,22,00,00,80
6306290000 80,Of other textile materials,"- - ",63,06,29,00,00,80
6306300000 80,Sails,"- ",63,06,30,00,00,80
6306400000 80,Pneumatic mattresses,"- ",63,06,40,00,00,80
6306900000 80,Other,"- ",63,06,90,00,00,80
6307100000 80,"Floorcloths, dishcloths, dusters and similar cleaning cloths","- ",63,07,10,00,00,80
6307200000 80,Life jackets and lifebelts,"- ",63,07,20,00,00,80
6307900000 80,Other,"- ",63,07,90,00,00,80
6310100000 80,Sorted,"- ",63,10,10,00,00,80
6310900000 80,Other,"- ",63,10,90,00,00,80
6401100000 80,Footwear incorporating a protective metal toecap,"- ",64,01,10,00,00,80
6401920000 10,Other footwear,"- ",64,01,92,00,00,10
6401920000 80,Covering the ankle but not covering the knee,"- - ",64,01,92,00,00,80
6401990000 80,Other,"- - ",64,01,99,00,00,80
6402120000 10,Sports footwear,"- ",64,02,12,00,00,10
6402120000 80,"Ski-boots, cross-country ski footwear and snowboard boots","- - ",64,02,12,00,00,80
6402190000 80,Other,"- - ",64,02,19,00,00,80
6402200000 80,Footwear with upper straps or thongs assembled to the sole by means of plugs,"- ",64,02,20,00,00,80
6402910000 10,Other footwear,"- ",64,02,91,00,00,10
6402910000 80,Covering the ankle,"- - ",64,02,91,00,00,80
6402990000 80,Other,"- - ",64,02,99,00,00,80
6403120000 10,Sports footwear,"- ",64,03,12,00,00,10
6403120000 80,"Ski-boots, cross-country ski footwear and snowboard boots","- - ",64,03,12,00,00,80
6403190000 80,Other,"- - ",64,03,19,00,00,80
6403200000 80,"Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe","- ",64,03,20,00,00,80
6403400000 80,"Other footwear, incorporating a protective metal toecap","- ",64,03,40,00,00,80
6403510000 10,Other footwear with outer soles of leather,"- ",64,03,51,00,00,10
6403510000 80,Covering the ankle,"- - ",64,03,51,00,00,80
6403590000 80,Other,"- - ",64,03,59,00,00,80
3920630000 80,Of unsaturated polyesters,"- - ",39,20,63,00,00,80
3920690000 80,Of other polyesters,"- - ",39,20,69,00,00,80
3920710000 10,Of cellulose or its chemical derivatives,"- ",39,20,71,00,00,10
3920710000 80,Of regenerated cellulose,"- - ",39,20,71,00,00,80
3920730000 80,Of cellulose acetate,"- - ",39,20,73,00,00,80
3920920000 80,Of polyamides,"- - ",39,20,92,00,00,80
3920930000 80,Of amino-resins,"- - ",39,20,93,00,00,80
3920940000 80,Of phenolic resins,"- - ",39,20,94,00,00,80
3920990000 80,Of other plastics,"- - ",39,20,99,00,00,80
3921110000 10,Cellular,"- ",39,21,11,00,00,10
3921110000 80,Of polymers of styrene,"- - ",39,21,11,00,00,80
3921120000 80,Of polymers of vinyl chloride,"- - ",39,21,12,00,00,80
3921130000 80,Of polyurethanes,"- - ",39,21,13,00,00,80
3921190000 80,Of other plastics,"- - ",39,21,19,00,00,80
3921900000 80,Other,"- ",39,21,90,00,00,80
3922100000 80,"Baths, shower-baths, sinks and washbasins","- ",39,22,10,00,00,80
3922200000 80,Lavatory seats and covers,"- ",39,22,20,00,00,80
3922900000 80,Other,"- ",39,22,90,00,00,80
3923100000 80,"Boxes, cases, crates and similar articles","- ",39,23,10,00,00,80
3923210000 10,Sacks and bags (including cones),"- ",39,23,21,00,00,10
3923210000 80,Of polymers of ethylene,"- - ",39,23,21,00,00,80
3923290000 80,Of other plastics,"- - ",39,23,29,00,00,80
3923500000 80,"Stoppers, lids, caps and other closures","- ",39,23,50,00,00,80
3923900000 80,Other,"- ",39,23,90,00,00,80
3924100000 80,Tableware and kitchenware,"- ",39,24,10,00,00,80
3924900000 80,Other,"- ",39,24,90,00,00,80
3925100000 80,"Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300|litres","- ",39,25,10,00,00,80
3925200000 80,"Doors, windows and their frames and thresholds for doors","- ",39,25,20,00,00,80
3925300000 80,"Shutters, blinds (including venetian blinds) and similar articles and parts thereof","- ",39,25,30,00,00,80
3925900000 80,Other,"- ",39,25,90,00,00,80
3926100000 80,Office or school supplies,"- ",39,26,10,00,00,80
3926200000 80,"Articles of apparel and clothing accessories (including gloves, mittens and mitts)","- ",39,26,20,00,00,80
3926300000 80,"Fittings for furniture, coachwork or the like","- ",39,26,30,00,00,80
3926400000 80,Statuettes and other ornamental articles,"- ",39,26,40,00,00,80
3926900000 80,Other,"- ",39,26,90,00,00,80
4001100000 80,"Natural rubber latex, whether or not prevulcanised","- ",40,01,10,00,00,80
4001210000 10,Natural rubber in other forms,"- ",40,01,21,00,00,10
4001210000 80,Smoked sheets,"- - ",40,01,21,00,00,80
4001220000 80,Technically specified natural rubber (TSNR),"- - ",40,01,22,00,00,80
4001290000 80,Other,"- - ",40,01,29,00,00,80
4001300000 80,"Balata, gutta-percha, guayule, chicle and similar natural gums","- ",40,01,30,00,00,80
4002110000 10,Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR),"- ",40,02,11,00,00,10
4002110000 80,Latex,"- - ",40,02,11,00,00,80
4002190000 80,Other,"- - ",40,02,19,00,00,80
4002200000 80,Butadiene rubber (BR),"- ",40,02,20,00,00,80
7307290000 80,Other,"- - ",73,07,29,00,00,80
7307910000 10,Other,"- ",73,07,91,00,00,10
7307910000 80,Flanges,"- - ",73,07,91,00,00,80
7307920000 80,"Threaded elbows, bends and sleeves","- - ",73,07,92,00,00,80
7307930000 80,Butt welding fittings,"- - ",73,07,93,00,00,80
7307990000 80,Other,"- - ",73,07,99,00,00,80
7308100000 80,Bridges and bridge-sections,"- ",73,08,10,00,00,80
7308200000 80,Towers and lattice masts,"- ",73,08,20,00,00,80
7308300000 80,"Doors, windows and their frames and thresholds for doors","- ",73,08,30,00,00,80
7308400000 80,"Equipment for scaffolding, shuttering, propping or pit-propping","- ",73,08,40,00,00,80
7308900000 80,Other,"- ",73,08,90,00,00,80
7310100000 80,Of a capacity of 50|l or more,"- ",73,10,10,00,00,80
7310210000 10,Of a capacity of less than 50|l,"- ",73,10,21,00,00,10
7310210000 80,Cans which are to be closed by soldering or crimping,"- - ",73,10,21,00,00,80
7310290000 80,Other,"- - ",73,10,29,00,00,80
7312100000 80,"Stranded wire, ropes and cables","- ",73,12,10,00,00,80
7312900000 80,Other,"- ",73,12,90,00,00,80
7314120000 10,Woven cloth,"- ",73,14,12,00,00,10
7314120000 80,"Endless bands for machinery, of stainless steel","- - ",73,14,12,00,00,80
7314140000 80,"Other woven cloth, of stainless steel","- - ",73,14,14,00,00,80
7314190000 80,Other,"- - ",73,14,19,00,00,80
7314200000 80,"Grill, netting and fencing, welded at the intersection, of wire with a maximum cross-sectional dimension of 3|mm or more and having a mesh size of 100|cm$2|or more","- ",73,14,20,00,00,80
7314310000 10,"Other grill, netting and fencing, welded at the intersection","- ",73,14,31,00,00,10
7314310000 80,Plated or coated with zinc,"- - ",73,14,31,00,00,80
7314390000 80,Other,"- - ",73,14,39,00,00,80
7314410000 10,"Other cloth, grill, netting and fencing","- ",73,14,41,00,00,10
7314410000 80,Plated or coated with zinc,"- - ",73,14,41,00,00,80
7314420000 80,Coated with plastics,"- - ",73,14,42,00,00,80
7314490000 80,Other,"- - ",73,14,49,00,00,80
7314500000 80,Expanded metal,"- ",73,14,50,00,00,80
7315110000 10,Articulated link chain and parts thereof,"- ",73,15,11,00,00,10
7315110000 80,Roller chain,"- - ",73,15,11,00,00,80
7315120000 80,Other chain,"- - ",73,15,12,00,00,80
7315190000 80,Parts,"- - ",73,15,19,00,00,80
7315200000 80,Skid chain,"- ",73,15,20,00,00,80
7315810000 10,Other chain,"- ",73,15,81,00,00,10
7315810000 80,Stud-link,"- - ",73,15,81,00,00,80
7315820000 80,"Other, welded link","- - ",73,15,82,00,00,80
7315890000 80,Other,"- - ",73,15,89,00,00,80
7315900000 80,Other parts,"- ",73,15,90,00,00,80
7318110000 10,Threaded articles,"- ",73,18,11,00,00,10
7318110000 80,Coach screws,"- - ",73,18,11,00,00,80
7318120000 80,Other wood screws,"- - ",73,18,12,00,00,80
7318130000 80,Screw hooks and screw rings,"- - ",73,18,13,00,00,80
7318140000 80,Self-tapping screws,"- - ",73,18,14,00,00,80
7318150000 80,"Other screws and bolts, whether or not with their nuts or washers","- - ",73,18,15,00,00,80
8464100000 80,Sawing machines,"- ",84,64,10,00,00,80
8464200000 80,Grinding or polishing machines,"- ",84,64,20,00,00,80
8464900000 80,Other,"- ",84,64,90,00,00,80
8465100000 80,Machines which can carry out different types of machining operations without tool change between such operations,"- ",84,65,10,00,00,80
8465200000 80,Machining centres,"- ",84,65,20,00,00,80
8465910000 10,Other,"- ",84,65,91,00,00,10
8465910000 80,Sawing machines,"- - ",84,65,91,00,00,80
8465920000 80,"Planing, milling or moulding (by cutting) machines","- - ",84,65,92,00,00,80
8465930000 80,"Grinding, sanding or polishing machines","- - ",84,65,93,00,00,80
8465940000 80,Bending or assembling machines,"- - ",84,65,94,00,00,80
8465950000 80,Drilling or morticing machines,"- - ",84,65,95,00,00,80
8465960000 80,"Splitting, slicing or paring machines","- - ",84,65,96,00,00,80
8465990000 80,Other,"- - ",84,65,99,00,00,80
8466100000 80,Tool holders and self-opening dieheads,"- ",84,66,10,00,00,80
8466200000 80,Work holders,"- ",84,66,20,00,00,80
8466300000 80,Dividing heads and other special attachments for machines,"- ",84,66,30,00,00,80
8466910000 10,Other,"- ",84,66,91,00,00,10
8466910000 80,For machines of heading|8464,"- - ",84,66,91,00,00,80
8466920000 80,For machines of heading|8465,"- - ",84,66,92,00,00,80
8466930000 80,For machines of headings|8456|to 8461,"- - ",84,66,93,00,00,80
8466940000 80,For machines of heading|8462|or 8463,"- - ",84,66,94,00,00,80
8467110000 10,Pneumatic,"- ",84,67,11,00,00,10
8467110000 80,Rotary type (including combined rotary-percussion),"- - ",84,67,11,00,00,80
8467190000 80,Other,"- - ",84,67,19,00,00,80
8467210000 10,With self-contained electric motor,"- ",84,67,21,00,00,10
8467210000 80,Drills of all kinds,"- - ",84,67,21,00,00,80
8467220000 80,Saws,"- - ",84,67,22,00,00,80
8467290000 80,Other,"- - ",84,67,29,00,00,80
8467810000 10,Other tools,"- ",84,67,81,00,00,10
8467810000 80,Chainsaws,"- - ",84,67,81,00,00,80
8467890000 80,Other,"- - ",84,67,89,00,00,80
8467910000 10,Parts,"- ",84,67,91,00,00,10
8467910000 80,Of chainsaws,"- - ",84,67,91,00,00,80
8467920000 80,Of pneumatic tools,"- - ",84,67,92,00,00,80
8467990000 80,Other,"- - ",84,67,99,00,00,80
8468100000 80,Hand-held blow pipes,"- ",84,68,10,00,00,80
8468200000 80,Other gas-operated machinery and apparatus,"- ",84,68,20,00,00,80
8468800000 80,Other machinery and apparatus,"- ",84,68,80,00,00,80
8468900000 80,Parts,"- ",84,68,90,00,00,80
8470100000 80,"Electronic calculators capable of operation without an external source of electric power and pocket-size data-recording, reproducing and displaying machines with calculating functions","- ",84,70,10,00,00,80
8470210000 10,Other electronic calculating machines,"- ",84,70,21,00,00,10
8470210000 80,Incorporating a printing device,"- - ",84,70,21,00,00,80
8470290000 80,Other,"- - ",84,70,29,00,00,80
8470300000 80,Other calculating machines,"- ",84,70,30,00,00,80
8470500000 80,Cash registers,"- ",84,70,50,00,00,80
8470900000 80,Other,"- ",84,70,90,00,00,80
8471300000 80,"Portable automatic data-processing machines, weighing not more than 10|kg, consisting of at least a central processing unit, a keyboard and a display","- ",84,71,30,00,00,80
8471410000 10,Other automatic data-processing machines,"- ",84,71,41,00,00,10
8471410000 80,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined","- - ",84,71,41,00,00,80
8471490000 80,"Other, presented in the form of systems","- - ",84,71,49,00,00,80
8471500000 80,"Processing units other than those of subheading|8471|41|or 8471|49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units","- ",84,71,50,00,00,80
8471600000 80,"Input or output units, whether or not containing storage units in the same housing","- ",84,71,60,00,00,80
8471700000 80,Storage units,"- ",84,71,70,00,00,80
8471800000 80,Other units of automatic data-processing machines,"- ",84,71,80,00,00,80
8471900000 80,Other,"- ",84,71,90,00,00,80
8472100000 80,Duplicating machines,"- ",84,72,10,00,00,80
8472300000 80,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps","- ",84,72,30,00,00,80
8472900000 80,Other,"- ",84,72,90,00,00,80
8473210000 10,Parts and accessories of the machines of heading|8470,"- ",84,73,21,00,00,10
8473210000 80,"Of the electronic calculating machines of subheading|8470|10, 8470|21|or 8470|29","- - ",84,73,21,00,00,80
8473290000 80,Other,"- - ",84,73,29,00,00,80
8473300000 80,Parts and accessories of the machines of heading|8471,"- ",84,73,30,00,00,80
8473400000 80,Parts and accessories of the machines of heading|8472,"- ",84,73,40,00,00,80
8473500000 80,Parts and accessories equally suitable for use with machines of two or more of the headings|8470|to 8472,"- ",84,73,50,00,00,80
8474100000 80,"Sorting, screening, separating or washing machines","- ",84,74,10,00,00,80
8474200000 80,Crushing or grinding machines,"- ",84,74,20,00,00,80
8474310000 10,Mixing or kneading machines,"- ",84,74,31,00,00,10
8474310000 80,Concrete or mortar mixers,"- - ",84,74,31,00,00,80
8474320000 80,Machines for mixing mineral substances with bitumen,"- - ",84,74,32,00,00,80
8474390000 80,Other,"- - ",84,74,39,00,00,80
8474800000 80,Other machinery,"- ",84,74,80,00,00,80
8474900000 80,Parts,"- ",84,74,90,00,00,80
8475100000 80,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes","- ",84,75,10,00,00,80
8475210000 10,Machines for manufacturing or hot working glass or glassware,"- ",84,75,21,00,00,10
8475210000 80,Machines for making optical fibres and preforms thereof,"- - ",84,75,21,00,00,80
8475290000 80,Other,"- - ",84,75,29,00,00,80
8475900000 80,Parts,"- ",84,75,90,00,00,80
8476210000 10,Automatic beverage-vending machines,"- ",84,76,21,00,00,10
8476210000 80,Incorporating heating or refrigerating devices,"- - ",84,76,21,00,00,80
8476290000 80,Other,"- - ",84,76,29,00,00,80
8476810000 10,Other machines,"- ",84,76,81,00,00,10
8476810000 80,Incorporating heating or refrigerating devices,"- - ",84,76,81,00,00,80
8476890000 80,Other,"- - ",84,76,89,00,00,80
8476900000 80,Parts,"- ",84,76,90,00,00,80
8477100000 80,Injection-moulding machines,"- ",84,77,10,00,00,80
8477200000 80,Extruders,"- ",84,77,20,00,00,80
8477300000 80,Blow-moulding machines,"- ",84,77,30,00,00,80
8477400000 80,Vacuum-moulding machines and other thermoforming machines,"- ",84,77,40,00,00,80
8477510000 10,Other machinery for moulding or otherwise forming,"- ",84,77,51,00,00,10
8477510000 80,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,"- - ",84,77,51,00,00,80
8477590000 80,Other,"- - ",84,77,59,00,00,80
8477800000 80,Other machinery,"- ",84,77,80,00,00,80
8477900000 80,Parts,"- ",84,77,90,00,00,80
8478100000 80,Machinery,"- ",84,78,10,00,00,80
8478900000 80,Parts,"- ",84,78,90,00,00,80
8479100000 80,"Machinery for public works, building or the like","- ",84,79,10,00,00,80
8479200000 80,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils,"- ",84,79,20,00,00,80
8479300000 80,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,"- ",84,79,30,00,00,80
8479400000 80,Rope- or cable-making machines,"- ",84,79,40,00,00,80
8479500000 80,"Industrial robots, not elsewhere specified or included","- ",84,79,50,00,00,80
8479600000 80,Evaporative air coolers,"- ",84,79,60,00,00,80
8479710000 10,Passenger boarding bridges,"- ",84,79,71,00,00,10
8479710000 80,Of a kind used in airports,"- - ",84,79,71,00,00,80
8479790000 80,Other,"- - ",84,79,79,00,00,80
8479810000 10,Other machines and mechanical appliances,"- ",84,79,81,00,00,10
8479810000 80,"For treating metal, including electric wire coil-winders","- - ",84,79,81,00,00,80
8479820000 80,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines","- - ",84,79,82,00,00,80
8479890000 80,Other,"- - ",84,79,89,00,00,80
8479900000 80,Parts,"- ",84,79,90,00,00,80
8480100000 80,Moulding boxes for metal foundry,"- ",84,80,10,00,00,80
8480200000 80,Mould bases,"- ",84,80,20,00,00,80
8480300000 80,Moulding patterns,"- ",84,80,30,00,00,80
8480410000 10,Moulds for metal or metal carbides,"- ",84,80,41,00,00,10
8480410000 80,Injection or compression types,"- - ",84,80,41,00,00,80
8480490000 80,Other,"- - ",84,80,49,00,00,80
8480500000 80,Moulds for glass,"- ",84,80,50,00,00,80
8480600000 80,Moulds for mineral materials,"- ",84,80,60,00,00,80
8480710000 10,Moulds for rubber or plastics,"- ",84,80,71,00,00,10
8480710000 80,Injection or compression types,"- - ",84,80,71,00,00,80
8480790000 80,Other,"- - ",84,80,79,00,00,80
8481100000 80,Pressure-reducing valves,"- ",84,81,10,00,00,80
8481200000 80,Valves for oleohydraulic or pneumatic transmissions,"- ",84,81,20,00,00,80
8481300000 80,Check (non-return) valves,"- ",84,81,30,00,00,80
6403910000 10,Other footwear,"- ",64,03,91,00,00,10
6403910000 80,Covering the ankle,"- - ",64,03,91,00,00,80
6403990000 80,Other,"- - ",64,03,99,00,00,80
6404110000 10,Footwear with outer soles of rubber or plastics,"- ",64,04,11,00,00,10
6404110000 80,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like","- - ",64,04,11,00,00,80
6404190000 80,Other,"- - ",64,04,19,00,00,80
6404200000 80,Footwear with outer soles of leather or composition leather,"- ",64,04,20,00,00,80
6405100000 80,With uppers of leather or composition leather,"- ",64,05,10,00,00,80
6405200000 80,With uppers of textile materials,"- ",64,05,20,00,00,80
6405900000 80,Other,"- ",64,05,90,00,00,80
6406100000 80,"Uppers and parts thereof, other than stiffeners","- ",64,06,10,00,00,80
6406200000 80,"Outer soles and heels, of rubber or plastics","- ",64,06,20,00,00,80
6406900000 80,Other,"- ",64,06,90,00,00,80
6506100000 80,Safety headgear,"- ",65,06,10,00,00,80
6506910000 10,Other,"- ",65,06,91,00,00,10
6506910000 80,Of rubber or of plastics,"- - ",65,06,91,00,00,80
6506990000 80,Of other materials,"- - ",65,06,99,00,00,80
6601100000 80,Garden or similar umbrellas,"- ",66,01,10,00,00,80
6601910000 10,Other,"- ",66,01,91,00,00,10
6601910000 80,Having a telescopic shaft,"- - ",66,01,91,00,00,80
6601990000 80,Other,"- - ",66,01,99,00,00,80
6603200000 80,"Umbrella frames, including frames mounted on shafts (sticks)","- ",66,03,20,00,00,80
6603900000 80,Other,"- ",66,03,90,00,00,80
6702100000 80,Of plastics,"- ",67,02,10,00,00,80
6702900000 80,Of other materials,"- ",67,02,90,00,00,80
6704110000 10,Of synthetic textile materials,"- ",67,04,11,00,00,10
6704110000 80,Complete wigs,"- - ",67,04,11,00,00,80
6704190000 80,Other,"- - ",67,04,19,00,00,80
6704200000 80,Of human hair,"- ",67,04,20,00,00,80
6704900000 80,Of other materials,"- ",67,04,90,00,00,80
6802100000 80,"Tiles, cubes and similar articles, whether or not rectangular (including square), the largest surface area of which is capable of being enclosed in a square the side of which is less than 7|cm; artificially coloured granules, chippings and powder","- ",68,02,10,00,00,80
6802210000 10,"Other monumental or building stone and articles thereof, simply cut or sawn, with a flat or even surface","- ",68,02,21,00,00,10
6802210000 80,"Marble, travertine and alabaster","- - ",68,02,21,00,00,80
6802230000 80,Granite,"- - ",68,02,23,00,00,80
6802290000 80,Other stone,"- - ",68,02,29,00,00,80
6802910000 10,Other,"- ",68,02,91,00,00,10
6802910000 80,"Marble, travertine and alabaster","- - ",68,02,91,00,00,80
6802920000 80,Other calcareous stone,"- - ",68,02,92,00,00,80
6802930000 80,Granite,"- - ",68,02,93,00,00,80
6802990000 80,Other stone,"- - ",68,02,99,00,00,80
6804100000 80,"Millstones and grindstones for milling, grinding or pulping","- ",68,04,10,00,00,80
6804210000 10,"Other millstones, grindstones, grinding wheels and the like","- ",68,04,21,00,00,10
6804210000 80,Of agglomerated synthetic or natural diamond,"- - ",68,04,21,00,00,80
6804220000 80,Of other agglomerated abrasives or of ceramics,"- - ",68,04,22,00,00,80
6804230000 80,Of natural stone,"- - ",68,04,23,00,00,80
6804300000 80,Hand sharpening or polishing stones,"- ",68,04,30,00,00,80
6805100000 80,On a base of woven textile fabric only,"- ",68,05,10,00,00,80
6805200000 80,On a base of paper or paperboard only,"- ",68,05,20,00,00,80
6805300000 80,On a base of other materials,"- ",68,05,30,00,00,80
6806100000 80,"Slag-wool, rock-wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls","- ",68,06,10,00,00,80
6806200000 80,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)","- ",68,06,20,00,00,80
6806900000 80,Other,"- ",68,06,90,00,00,80
4002310000 10,Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR),"- ",40,02,31,00,00,10
4002310000 80,Isobutene-isoprene (butyl) rubber (IIR),"- - ",40,02,31,00,00,80
4002390000 80,Other,"- - ",40,02,39,00,00,80
4002410000 10,Chloroprene (chlorobutadiene) rubber (CR),"- ",40,02,41,00,00,10
4002410000 80,Latex,"- - ",40,02,41,00,00,80
4002490000 80,Other,"- - ",40,02,49,00,00,80
4002510000 10,Acrylonitrile-butadiene rubber (NBR),"- ",40,02,51,00,00,10
4002510000 80,Latex,"- - ",40,02,51,00,00,80
4002590000 80,Other,"- - ",40,02,59,00,00,80
4002600000 80,Isoprene rubber (IR),"- ",40,02,60,00,00,80
4002700000 80,Ethylene-propylene-non-conjugated diene rubber (EPDM),"- ",40,02,70,00,00,80
4002800000 80,Mixtures of any product of heading|4001|with any product of this heading,"- ",40,02,80,00,00,80
4002910000 10,Other,"- ",40,02,91,00,00,10
4002910000 80,Latex,"- - ",40,02,91,00,00,80
4002990000 80,Other,"- - ",40,02,99,00,00,80
4005100000 80,Compounded with carbon black or silica,"- ",40,05,10,00,00,80
4005200000 80,Solutions; dispersions other than those of subheading|4005|10,"- ",40,05,20,00,00,80
4005910000 10,Other,"- ",40,05,91,00,00,10
4005910000 80,"Plates, sheets and strip","- - ",40,05,91,00,00,80
4005990000 80,Other,"- - ",40,05,99,00,00,80
4006100000 80,'Camel-back' strips for retreading rubber tyres,"- ",40,06,10,00,00,80
4006900000 80,Other,"- ",40,06,90,00,00,80
4008110000 10,Of cellular rubber,"- ",40,08,11,00,00,10
4008110000 80,"Plates, sheets and strip","- - ",40,08,11,00,00,80
4008190000 80,Other,"- - ",40,08,19,00,00,80
